ano,mes,hora,tipo_crime,bairro,latitude,longitude,qtd_ocorrencias
2023,12,13,Furto,Vila Guilherme,-23.510056,-46.625428,1
2023,10,17,Roubo,Itaquera,-23.530519,-46.459034,1
2023,5,22,Furto,Sé,-23.536161,-46.62609,1
2022,6,16,Roubo,Liberdade,-23.568206,-46.622847,1
2023,3,2,Furto,Capão Redondo,-23.653245,-46.755301,1
2024,5,18,Tráfico de Entorpecentes,Pirituba,-23.47756,-46.728513,1
2022,6,0,Roubo,Mooca,-23.559902,-46.597702,1
2022,3,17,Furto,Cidade Tiradentes,-23.603469,-46.397476,3
2024,5,4,Roubo,Guaianazes,-23.53651,-46.380692,1
2023,8,14,Roubo,Liberdade,-23.553222,-46.637063,1
2022,11,11,Furto de Veículo,Barra Funda,-23.514626,-46.659953,1
2024,7,23,Lesão Corporal,Pirituba,-23.477588,-46.73943,1
2023,12,1,Furto,Casa Verde,-23.508263,-46.661587,1
2023,3,22,Furto,Capão Redondo,-23.692536,-46.768899,1
2024,7,8,Furto,Pinheiros,-23.562168,-46.679789,2
2022,2,12,Roubo de Veículo,Sé,-23.555807,-46.636949,1
2024,10,16,Lesão Corporal,Santana,-23.501451,-46.618263,2
2022,2,16,Furto de Veículo,Mooca,-23.545901,-46.595644,1
2023,11,14,Roubo,Barra Funda,-23.534161,-46.666631,1
2024,7,1,Furto de Veículo,Centro,-23.548709,-46.631598,2
2023,1,11,Tráfico de Entorpecentes,Vila Guilherme,-23.511968,-46.599801,2
2022,3,10,Furto de Veículo,Santana,-23.491289,-46.640198,2
2022,4,13,Furto de Veículo,Ipiranga,-23.595566,-46.595336,3
2022,9,19,Roubo,Itaquera,-23.545599,-46.45306,1
2024,1,7,Roubo,Bela Vista,-23.568443,-46.636052,2
2023,12,8,Furto,Pinheiros,-23.56106,-46.681265,1
2022,6,14,Furto de Veículo,Guaianazes,-23.561451,-46.37907,1
2023,12,20,Roubo,Pirituba,-23.479,-46.732389,1
2022,4,17,Roubo de Veículo,Centro,-23.533069,-46.631185,1
2024,1,14,Roubo de Veículo,Barra Funda,-23.528357,-46.664133,1
2023,12,23,Furto de Veículo,Liberdade,-23.557211,-46.637406,1
2023,5,18,Furto,Itaquera,-23.541287,-46.44881,2
2023,9,17,Furto de Veículo,Itaquera,-23.528335,-46.448259,1
2024,6,20,Homicídio,Santana,-23.497739,-46.625175,1
2022,1,20,Furto,Bela Vista,-23.551743,-46.648219,2
2024,8,23,Roubo de Veículo,Brooklin,-23.625444,-46.704229,1
2024,4,11,Roubo de Veículo,Itaquera,-23.537638,-46.452615,2
2023,9,10,Tráfico de Entorpecentes,Bela Vista,-23.562869,-46.650943,1
2024,5,18,Roubo,Consolação,-23.561231,-46.661388,1
2022,6,8,Furto de Veículo,Brasilândia,-23.417792,-46.700615,2
2023,2,14,Furto de Veículo,Itaquera,-23.530156,-46.459033,2
2024,2,21,Lesão Corporal,Santo Amaro,-23.648111,-46.711054,1
2022,6,13,Furto,Santana,-23.485197,-46.621769,1
2022,8,11,Roubo de Veículo,Brasilândia,-23.440731,-46.693162,3
2022,10,19,Furto,Santana,-23.491801,-46.623872,1
2023,7,23,Furto de Veículo,Ipiranga,-23.580602,-46.601197,1
2023,9,8,Furto,Centro,-23.545584,-46.628656,1
2022,2,12,Roubo,Itaim Bibi,-23.586909,-46.664697,1
2024,9,17,Furto,Sé,-23.546987,-46.639021,1
2023,4,7,Tráfico de Entorpecentes,Brasilândia,-23.426674,-46.695208,3
2022,12,0,Homicídio,Cidade Tiradentes,-23.591339,-46.390316,1
2024,5,19,Roubo,Sé,-23.55343,-46.646759,1
2022,12,5,Lesão Corporal,Santo Amaro,-23.647346,-46.708864,1
2024,11,0,Furto,Sé,-23.550214,-46.620556,1
2023,2,15,Roubo de Veículo,Mooca,-23.56308,-46.605422,1
2023,9,23,Furto de Veículo,Barra Funda,-23.524966,-46.674166,1
2024,8,11,Tráfico de Entorpecentes,Itaquera,-23.530617,-46.445473,1
2022,2,19,Furto de Veículo,Consolação,-23.542335,-46.66739,1
2023,5,14,Roubo,Sacomã,-23.587495,-46.596479,1
2023,7,19,Lesão Corporal,Liberdade,-23.552574,-46.630374,1
2022,6,11,Furto de Veículo,Ipiranga,-23.575007,-46.602553,1
2022,2,12,Lesão Corporal,Moema,-23.598447,-46.670444,3
2024,3,5,Roubo de Veículo,Barra Funda,-23.538749,-46.654735,1
2024,8,20,Roubo,Brás,-23.53959,-46.620667,1
2024,12,23,Furto,Liberdade,-23.564488,-46.62683,1
2023,11,10,Furto,Brasilândia,-23.427753,-46.689635,2
2024,6,15,Furto de Veículo,Consolação,-23.553847,-46.669426,1
2024,11,17,Roubo,Moema,-23.612755,-46.662723,1
2022,9,20,Furto,Cidade Tiradentes,-23.588417,-46.397915,2
2023,1,15,Furto,São Miguel,-23.482705,-46.439782,1
2024,8,4,Roubo,Penha,-23.525673,-46.544958,1
2023,7,1,Furto,Santana,-23.486868,-46.628603,1
2024,9,8,Furto de Veículo,Cidade Tiradentes,-23.591665,-46.410853,1
2023,6,16,Furto,Casa Verde,-23.504746,-46.656977,1
2024,4,0,Furto,Guaianazes,-23.55399,-46.400593,1
2022,1,21,Roubo,Itaim Bibi,-23.583891,-46.686586,1
2022,4,6,Furto,Cidade Tiradentes,-23.597386,-46.399199,2
2023,1,22,Roubo,Pinheiros,-23.560651,-46.686642,2
2024,3,22,Furto de Veículo,Santo Amaro,-23.649786,-46.71867,1
2024,3,18,Furto de Veículo,Sacomã,-23.605048,-46.592796,1
2023,9,21,Furto de Veículo,Cidade Tiradentes,-23.587681,-46.383906,1
2023,5,14,Roubo,Brooklin,-23.621136,-46.699654,1
2024,9,20,Furto,Itaquera,-23.540106,-46.466641,2
2023,11,11,Furto de Veículo,Casa Verde,-23.506604,-46.662965,1
2024,11,11,Roubo,Pirituba,-23.480846,-46.750323,1
2023,11,19,Furto de Veículo,Vila Guilherme,-23.523324,-46.61172,2
2022,7,7,Roubo,Barra Funda,-23.518654,-46.676907,1
2023,3,20,Furto,Pinheiros,-23.562994,-46.686739,1
2022,10,21,Lesão Corporal,Barra Funda,-23.526954,-46.66705,2
2024,5,18,Furto,São Miguel,-23.491489,-46.454257,1
2024,1,0,Furto de Veículo,Penha,-23.539201,-46.534946,1
2024,12,18,Lesão Corporal,Moema,-23.597879,-46.68386,1
2022,5,13,Roubo de Veículo,Santo Amaro,-23.651384,-46.715277,3
2022,7,10,Furto,Brás,-23.531321,-46.622046,1
2022,1,7,Roubo,Sé,-23.549517,-46.633701,1
2023,10,16,Furto de Veículo,Brás,-23.533921,-46.62356,1
2024,3,13,Roubo,Bela Vista,-23.576813,-46.647189,1
2023,5,8,Roubo,Mooca,-23.551002,-46.598548,2
2022,2,18,Homicídio,Campo Limpo,-23.619099,-46.756315,1
2024,6,12,Tráfico de Entorpecentes,Brasilândia,-23.442421,-46.702302,2
2024,6,15,Furto,Mooca,-23.552531,-46.591175,1
2022,2,7,Roubo,Capão Redondo,-23.675341,-46.747875,3
2022,11,13,Furto de Veículo,Campo Limpo,-23.631059,-46.755864,1
2024,2,19,Roubo de Veículo,Campo Limpo,-23.640401,-46.77692,1
2023,9,3,Furto,Guaianazes,-23.548682,-46.387018,2
2023,1,12,Roubo,Brasilândia,-23.441328,-46.690195,1
2022,12,20,Roubo de Veículo,Centro,-23.548537,-46.638841,1
2023,8,12,Furto de Veículo,Capão Redondo,-23.675016,-46.747205,2
2024,5,22,Roubo de Veículo,Centro,-23.54487,-46.631311,1
2023,1,16,Roubo de Veículo,Consolação,-23.542779,-46.666314,1
2022,5,8,Roubo,Sé,-23.539225,-46.632659,2
2022,3,8,Lesão Corporal,Sacomã,-23.592861,-46.573118,1
2022,9,14,Furto de Veículo,Lapa,-23.515034,-46.696133,1
2023,6,11,Roubo de Veículo,Barra Funda,-23.523684,-46.663506,1
2023,8,11,Furto,Vila Madalena,-23.553666,-46.68703,1
2023,3,0,Lesão Corporal,Bela Vista,-23.551044,-46.635537,1
2022,11,19,Lesão Corporal,Vila Madalena,-23.553548,-46.698546,2
2022,11,17,Furto de Veículo,Guaianazes,-23.551312,-46.384703,2
2024,2,18,Furto,São Miguel,-23.484657,-46.436333,2
2024,4,21,Furto de Veículo,São Miguel,-23.500913,-46.454775,1
2023,7,8,Roubo de Veículo,Campo Limpo,-23.624957,-46.756072,2
2023,6,15,Roubo,Sacomã,-23.599279,-46.581351,1
2024,3,13,Furto,São Miguel,-23.48716,-46.45435,1
2023,6,1,Roubo de Veículo,Casa Verde,-23.514299,-46.67666,2
2024,6,12,Furto de Veículo,Vila Madalena,-23.553526,-46.684182,3
2024,11,20,Furto,Brasilândia,-23.422793,-46.69213,2
2023,10,17,Furto de Veículo,Lapa,-23.528753,-46.70536,2
2023,6,14,Roubo,Capão Redondo,-23.684439,-46.746767,1
2022,9,17,Furto,Brooklin,-23.623376,-46.694051,1
2022,7,20,Furto,Liberdade,-23.567242,-46.622316,2
2023,1,9,Furto,Capão Redondo,-23.677455,-46.75827,1
2022,1,7,Lesão Corporal,Santo Amaro,-23.644644,-46.702816,3
2024,12,18,Furto de Veículo,Capão Redondo,-23.689494,-46.747184,1
2022,4,20,Lesão Corporal,Brás,-23.567853,-46.611118,1
2023,3,18,Furto de Veículo,Cidade Tiradentes,-23.594829,-46.395581,1
2022,1,8,Roubo,Guaianazes,-23.55187,-46.393116,2
2023,10,17,Furto,Capão Redondo,-23.675988,-46.756801,2
2024,9,20,Furto de Veículo,Campo Limpo,-23.633947,-46.759538,2
2022,12,15,Roubo,Ipiranga,-23.595752,-46.614837,1
2024,12,16,Furto de Veículo,Cidade Tiradentes,-23.595072,-46.398598,1
2024,9,13,Furto,Lapa,-23.522253,-46.721472,1
2022,7,17,Furto,Bela Vista,-23.554424,-46.654188,1
2023,5,20,Furto de Veículo,Santana,-23.503008,-46.623468,1
2023,9,19,Roubo de Veículo,Penha,-23.528933,-46.530069,1
2023,12,12,Roubo,Penha,-23.532761,-46.54407,1
2022,2,8,Roubo de Veículo,São Miguel,-23.486763,-46.440067,1
2022,7,23,Roubo de Veículo,Vila Guilherme,-23.524745,-46.616863,1
2022,5,8,Roubo,Mooca,-23.540845,-46.589557,1
2024,5,18,Furto de Veículo,Centro,-23.565252,-46.62066,1
2022,11,22,Roubo,Casa Verde,-23.498114,-46.669344,1
2024,3,18,Furto de Veículo,Liberdade,-23.556975,-46.641346,1
2023,6,18,Furto,Consolação,-23.55163,-46.65952,1
2024,5,18,Tráfico de Entorpecentes,Pinheiros,-23.550582,-46.680797,1
2022,8,22,Furto,Santo Amaro,-23.659456,-46.697965,1
2023,6,22,Furto,Lapa,-23.527168,-46.701909,2
2024,8,23,Furto de Veículo,Casa Verde,-23.492567,-46.669289,1
2023,10,20,Roubo,Ipiranga,-23.589043,-46.627375,1
2024,4,19,Furto,Lapa,-23.534443,-46.694519,1
2023,2,12,Furto,Vila Guilherme,-23.525118,-46.615761,2
2022,10,9,Roubo,Vila Guilherme,-23.517725,-46.614686,3
2024,4,21,Furto,Consolação,-23.547061,-46.664043,1
2022,2,22,Furto,Pinheiros,-23.562979,-46.670892,1
2022,8,12,Roubo,Consolação,-23.565267,-46.667918,1
2022,9,10,Furto,Brasilândia,-23.426332,-46.702112,1
2024,1,15,Roubo,Santo Amaro,-23.637485,-46.705216,1
2023,6,18,Furto de Veículo,Bela Vista,-23.547028,-46.624489,1
2023,3,16,Furto de Veículo,Pinheiros,-23.569199,-46.685459,1
2022,7,18,Roubo,Guaianazes,-23.552789,-46.394981,1
2024,11,9,Furto,São Miguel,-23.491933,-46.439049,1
2022,12,7,Roubo,Barra Funda,-23.526242,-46.656522,2
2024,9,18,Lesão Corporal,Liberdade,-23.585333,-46.631933,2
2024,3,2,Roubo,Santana,-23.509583,-46.630944,2
2023,6,16,Roubo,Capão Redondo,-23.677992,-46.76537,3
2024,4,16,Lesão Corporal,Lapa,-23.519964,-46.703494,1
2024,8,19,Roubo,Campo Limpo,-23.627507,-46.756846,1
2022,11,20,Tráfico de Entorpecentes,Brás,-23.550749,-46.62485,1
2022,6,9,Furto,Itaim Bibi,-23.601004,-46.683767,1
2023,6,19,Furto,Barra Funda,-23.528261,-46.653561,1
2022,11,9,Furto,Guaianazes,-23.539206,-46.376372,2
2023,9,2,Furto,Sacomã,-23.595027,-46.582199,2
2022,11,22,Furto de Veículo,Capão Redondo,-23.668253,-46.759094,1
2024,3,1,Furto,Vila Madalena,-23.553674,-46.698631,1
2024,5,16,Homicídio,São Miguel,-23.49514,-46.4359,1
2024,11,21,Roubo,Casa Verde,-23.513371,-46.661613,1
2022,2,13,Roubo,Itaim Bibi,-23.60412,-46.68069,1
2022,6,10,Lesão Corporal,Lapa,-23.524036,-46.703897,1
2023,5,17,Furto,Bela Vista,-23.57041,-46.64332,2
2022,3,18,Roubo,Campo Limpo,-23.627772,-46.740673,1
2024,10,20,Furto de Veículo,Cidade Tiradentes,-23.596403,-46.387805,1
2022,3,6,Roubo,Barra Funda,-23.527647,-46.679538,1
2023,1,7,Roubo,Guaianazes,-23.558879,-46.386367,3
2023,12,0,Furto,Centro,-23.541585,-46.637127,1
2023,6,14,Roubo de Veículo,Centro,-23.54629,-46.627824,2
2023,2,16,Furto,Vila Guilherme,-23.502081,-46.629386,1
2024,4,12,Furto,Brasilândia,-23.434004,-46.687157,3
2022,9,18,Roubo de Veículo,Lapa,-23.518671,-46.704183,1
2024,1,19,Furto,Penha,-23.508785,-46.546529,1
2022,11,8,Roubo,Sé,-23.556694,-46.632207,1
2022,7,19,Furto,Itaim Bibi,-23.589185,-46.672679,1
2023,2,9,Furto de Veículo,Centro,-23.546103,-46.644885,1
2022,1,11,Roubo de Veículo,Bela Vista,-23.568156,-46.62603,1
2024,11,19,Roubo,Campo Limpo,-23.626773,-46.750219,2
2022,5,21,Roubo,Guaianazes,-23.54271,-46.378546,1
2022,9,11,Furto,Guaianazes,-23.550428,-46.378121,2
2022,9,7,Furto de Veículo,Barra Funda,-23.518322,-46.680474,1
2023,12,8,Furto de Veículo,Lapa,-23.524204,-46.703775,1
2024,9,20,Roubo de Veículo,São Miguel,-23.490038,-46.449831,1
2023,11,11,Furto,Bela Vista,-23.556543,-46.648606,1
2022,4,5,Furto,Consolação,-23.536854,-46.653879,1
2024,12,16,Roubo,Centro,-23.552991,-46.64217,1
2024,8,22,Tráfico de Entorpecentes,Vila Madalena,-23.553261,-46.691272,2
2023,6,19,Roubo de Veículo,Guaianazes,-23.551865,-46.3958,1
2022,4,22,Lesão Corporal,Moema,-23.613809,-46.670362,1
2022,10,17,Roubo,Sacomã,-23.602083,-46.591025,1
2023,11,14,Furto de Veículo,Sacomã,-23.600254,-46.588081,1
2023,11,7,Roubo,Brasilândia,-23.431481,-46.690628,3
2023,6,13,Homicídio,Guaianazes,-23.551173,-46.384429,1
2023,9,22,Roubo,Cidade Tiradentes,-23.599644,-46.385684,1
2023,10,0,Roubo de Veículo,Pirituba,-23.476614,-46.731393,1
2023,1,19,Furto,Brasilândia,-23.410944,-46.694048,3
2024,3,4,Furto de Veículo,Cidade Tiradentes,-23.588637,-46.395659,1
2023,5,4,Furto,Sé,-23.551579,-46.616279,1
2022,8,20,Roubo de Veículo,Brasilândia,-23.435266,-46.707767,1
2024,10,12,Roubo,Santo Amaro,-23.642001,-46.715898,2
2022,4,19,Roubo,Brasilândia,-23.442328,-46.680794,2
2024,1,11,Furto,Brasilândia,-23.441542,-46.703435,1
2023,8,19,Furto de Veículo,Vila Guilherme,-23.514487,-46.617367,1
2023,2,14,Furto,Mooca,-23.56479,-46.59817,2
2024,3,19,Roubo,Campo Limpo,-23.634636,-46.747958,1
2024,9,9,Furto de Veículo,Pinheiros,-23.57124,-46.675634,1
2024,7,13,Furto,Ipiranga,-23.598086,-46.59073,1
2023,10,20,Roubo,Santana,-23.501472,-46.627985,2
2024,6,7,Furto,Moema,-23.617915,-46.66136,2
2022,5,0,Furto de Veículo,Brás,-23.544391,-46.624957,1
2024,4,8,Furto,Mooca,-23.553632,-46.60347,1
2024,11,0,Furto,Lapa,-23.536871,-46.702622,1
2024,10,10,Furto,Consolação,-23.550293,-46.657681,1
2024,6,20,Furto de Veículo,Casa Verde,-23.492257,-46.654223,1
2024,2,21,Roubo,São Miguel,-23.494427,-46.44868,1
2024,12,0,Tráfico de Entorpecentes,Brooklin,-23.614467,-46.691202,1
2023,11,11,Furto,Campo Limpo,-23.63801,-46.749079,1
2024,5,21,Lesão Corporal,Vila Madalena,-23.543652,-46.691286,2
2022,6,21,Furto,Cidade Tiradentes,-23.586994,-46.389126,1
2024,11,9,Furto de Veículo,Brás,-23.559023,-46.605279,1
2024,3,8,Roubo,Sé,-23.532754,-46.636229,1
2024,9,21,Roubo,Campo Limpo,-23.629065,-46.771156,1
2022,6,3,Furto de Veículo,Brasilândia,-23.432531,-46.706598,1
2022,6,21,Furto,Sacomã,-23.590846,-46.575989,1
2024,5,7,Lesão Corporal,Itaquera,-23.553458,-46.447466,1
2024,10,17,Furto de Veículo,Sé,-23.526949,-46.629171,1
2022,9,20,Roubo de Veículo,Vila Madalena,-23.549788,-46.689469,1
2022,4,9,Roubo,Jardins,-23.568808,-46.654751,1
2024,4,19,Furto,Pirituba,-23.451517,-46.742848,1
2023,8,21,Roubo,Brasilândia,-23.417992,-46.69645,1
2023,10,22,Roubo de Veículo,Ipiranga,-23.601619,-46.61636,1
2022,8,14,Furto,Campo Limpo,-23.641874,-46.765689,2
2022,9,12,Homicídio,São Miguel,-23.490733,-46.434064,2
2023,8,7,Lesão Corporal,Pirituba,-23.465823,-46.725999,1
2024,8,4,Roubo,Brasilândia,-23.440376,-46.71109,1
2023,7,11,Roubo,Liberdade,-23.573575,-46.640675,1
2022,5,11,Lesão Corporal,Guaianazes,-23.533451,-46.400291,1
2024,8,17,Furto,Bela Vista,-23.550309,-46.632847,1
2022,7,16,Furto de Veículo,Bela Vista,-23.56015,-46.665523,1
2022,3,7,Lesão Corporal,Liberdade,-23.567263,-46.618066,2
2024,3,6,Roubo,Itaquera,-23.541,-46.441258,1
2023,9,20,Roubo,Pinheiros,-23.567388,-46.686255,1
2023,2,17,Roubo,Capão Redondo,-23.669574,-46.747511,1
2022,1,8,Lesão Corporal,Brasilândia,-23.435979,-46.683915,1
2024,5,11,Furto de Veículo,Vila Guilherme,-23.511745,-46.611374,1
2024,12,18,Furto,Mooca,-23.547258,-46.604187,1
2022,2,19,Roubo,Campo Limpo,-23.620989,-46.758797,1
2022,5,14,Lesão Corporal,Brasilândia,-23.428238,-46.707192,1
2022,10,2,Furto,São Miguel,-23.494947,-46.436735,1
2024,12,10,Roubo de Veículo,Pirituba,-23.47237,-46.73462,1
2022,10,16,Roubo,Santana,-23.525723,-46.631139,1
2024,5,23,Furto de Veículo,Itaim Bibi,-23.592033,-46.676763,1
2024,7,13,Lesão Corporal,Centro,-23.550826,-46.638842,1
2023,5,19,Furto,Campo Limpo,-23.634783,-46.756917,1
2023,7,18,Furto de Veículo,Capão Redondo,-23.672397,-46.758207,1
2024,8,21,Roubo,Centro,-23.544772,-46.629602,2
2024,6,14,Lesão Corporal,Jardins,-23.583162,-46.660696,2
2024,6,16,Furto de Veículo,Brasilândia,-23.424888,-46.691653,1
2022,3,10,Roubo de Veículo,Santo Amaro,-23.65975,-46.694483,1
2023,3,17,Furto de Veículo,Pirituba,-23.479771,-46.744977,2
2023,2,15,Furto,Sacomã,-23.598928,-46.596679,1
2022,6,19,Roubo,Guaianazes,-23.541682,-46.391701,2
2024,3,8,Roubo,Brasilândia,-23.435687,-46.694378,3
2022,9,18,Furto,Sacomã,-23.610677,-46.592045,1
2022,5,22,Roubo,Sacomã,-23.609242,-46.586805,1
2024,11,19,Furto,Brooklin,-23.611337,-46.689332,1
2023,5,15,Furto,Ipiranga,-23.59353,-46.611205,2
2024,9,15,Furto,Consolação,-23.555664,-46.654364,1
2023,10,9,Roubo de Veículo,Vila Guilherme,-23.514844,-46.608983,1
2023,11,2,Furto,Brooklin,-23.623584,-46.686649,1
2024,12,18,Lesão Corporal,Brás,-23.553723,-46.611152,1
2024,2,23,Furto de Veículo,Santana,-23.494803,-46.638521,2
2023,2,14,Tráfico de Entorpecentes,Guaianazes,-23.537095,-46.379211,1
2024,5,21,Furto,Bela Vista,-23.562672,-46.642747,1
2023,8,1,Lesão Corporal,Bela Vista,-23.564168,-46.656151,1
2024,10,6,Roubo de Veículo,Vila Guilherme,-23.517752,-46.611819,1
2023,9,14,Furto de Veículo,Cidade Tiradentes,-23.594943,-46.3978,1
2022,6,8,Roubo,Lapa,-23.523813,-46.699295,1
2024,4,7,Roubo,Itaquera,-23.525726,-46.455284,1
2024,8,11,Furto,Sacomã,-23.600611,-46.604797,1
2024,10,19,Furto de Veículo,Guaianazes,-23.549911,-46.382374,1
2024,11,20,Lesão Corporal,Capão Redondo,-23.673864,-46.761945,2
2023,4,8,Furto de Veículo,Consolação,-23.561354,-46.657066,2
2023,12,23,Tráfico de Entorpecentes,Santana,-23.49668,-46.638604,1
2022,5,2,Roubo,Mooca,-23.528572,-46.602804,3
2022,5,21,Homicídio,Pirituba,-23.458749,-46.733946,1
2023,7,16,Roubo,Bela Vista,-23.562512,-46.639684,1
2023,3,10,Tráfico de Entorpecentes,Guaianazes,-23.544017,-46.382703,2
2023,11,13,Furto,Sé,-23.538464,-46.632158,3
2024,10,22,Roubo,Brás,-23.549197,-46.625466,1
2022,3,13,Roubo,Guaianazes,-23.560165,-46.383201,1
2024,10,12,Furto,Capão Redondo,-23.67351,-46.771534,3
2024,2,6,Roubo,Santo Amaro,-23.652097,-46.713764,2
2022,9,21,Roubo,Pirituba,-23.455175,-46.735424,1
2024,9,19,Furto,Guaianazes,-23.548062,-46.410303,1
2024,8,16,Roubo,Brás,-23.551703,-46.60744,1
2024,10,19,Furto,Vila Guilherme,-23.506381,-46.613931,2
2022,11,23,Furto,Campo Limpo,-23.625609,-46.752591,2
2023,5,6,Roubo,Itaim Bibi,-23.587761,-46.673768,1
2024,12,7,Furto,São Miguel,-23.487125,-46.443653,1
2024,1,11,Roubo,Cidade Tiradentes,-23.597878,-46.378604,1
2023,7,9,Roubo,Sé,-23.545764,-46.634867,1
2024,5,19,Roubo,Itaim Bibi,-23.583829,-46.664366,1
2024,4,12,Roubo de Veículo,Sé,-23.55545,-46.628974,2
2023,7,18,Furto,Guaianazes,-23.537102,-46.377215,3
2023,10,21,Furto de Veículo,Consolação,-23.537711,-46.654443,2
2023,8,19,Furto de Veículo,Vila Guilherme,-23.51339,-46.609382,2
2024,3,10,Roubo,Sacomã,-23.601471,-46.592787,1
2024,8,11,Roubo,Centro,-23.540505,-46.63259,2
2024,11,21,Furto,Lapa,-23.513134,-46.70164,1
2024,3,12,Furto,Brooklin,-23.604483,-46.680057,2
2022,5,10,Furto,Jardins,-23.570322,-46.666831,1
2024,11,19,Roubo de Veículo,Brás,-23.569055,-46.611454,1
2023,1,9,Roubo,Sé,-23.53761,-46.626785,2
2023,3,17,Furto,Liberdade,-23.538791,-46.622583,1
2023,12,9,Furto,Campo Limpo,-23.644024,-46.751379,1
2023,3,17,Furto,Brás,-23.54595,-46.632726,1
2023,10,0,Roubo,Centro,-23.551544,-46.633087,2
2022,9,9,Roubo de Veículo,Ipiranga,-23.598061,-46.605886,1
2023,6,18,Roubo,Bela Vista,-23.556242,-46.647995,1
2023,2,20,Roubo,Itaim Bibi,-23.583628,-46.677892,2
2024,4,10,Tráfico de Entorpecentes,Barra Funda,-23.524047,-46.655265,1
2023,12,8,Lesão Corporal,Mooca,-23.555463,-46.612563,1
2024,11,10,Roubo,Centro,-23.542096,-46.636134,1
2022,6,19,Furto,São Miguel,-23.516154,-46.435706,1
2024,9,7,Roubo,Mooca,-23.547832,-46.615113,1
2023,10,2,Furto de Veículo,Brasilândia,-23.429697,-46.693985,2
2022,8,17,Roubo,Sé,-23.548798,-46.630738,2
2024,4,3,Furto de Veículo,Brás,-23.54238,-46.622591,1
2022,11,16,Roubo,Vila Guilherme,-23.506272,-46.624231,1
2023,2,6,Furto de Veículo,São Miguel,-23.487362,-46.457104,1
2024,1,6,Roubo,Itaquera,-23.539363,-46.463585,2
2022,1,0,Lesão Corporal,Itaim Bibi,-23.590338,-46.673709,3
2023,12,6,Furto de Veículo,Bela Vista,-23.562435,-46.64763,1
2024,1,17,Furto,Barra Funda,-23.532632,-46.663187,2
2023,1,16,Roubo,Brooklin,-23.606259,-46.686135,1
2024,9,8,Lesão Corporal,Pirituba,-23.458005,-46.735615,2
2024,8,15,Roubo de Veículo,Consolação,-23.555868,-46.653822,1
2023,6,17,Furto,Brasilândia,-23.426821,-46.692465,2
2022,1,14,Roubo,Guaianazes,-23.544919,-46.388398,1
2022,12,18,Roubo,Brasilândia,-23.435916,-46.70555,1
2022,7,21,Roubo de Veículo,Ipiranga,-23.591673,-46.603773,1
2024,8,7,Furto,Santo Amaro,-23.642934,-46.707134,1
2023,3,1,Furto,Guaianazes,-23.544408,-46.38292,1
2023,4,21,Roubo,Barra Funda,-23.52014,-46.659244,1
2024,4,4,Furto,Cidade Tiradentes,-23.604118,-46.399388,2
2023,1,19,Lesão Corporal,Capão Redondo,-23.661298,-46.759292,2
2024,3,21,Lesão Corporal,Lapa,-23.528915,-46.694688,2
2024,1,13,Roubo de Veículo,Itaquera,-23.51231,-46.447242,1
2022,9,19,Roubo,Cidade Tiradentes,-23.598195,-46.394431,1
2022,1,14,Furto,Itaquera,-23.534495,-46.446615,1
2023,8,19,Furto,Bela Vista,-23.548676,-46.654333,2
2024,1,20,Roubo,Itaquera,-23.534093,-46.461456,1
2023,12,22,Roubo,Brasilândia,-23.435027,-46.69321,1
2024,1,15,Lesão Corporal,Cidade Tiradentes,-23.596229,-46.394196,3
2022,6,12,Roubo,Penha,-23.519548,-46.539497,1
2023,4,15,Furto,Bela Vista,-23.569796,-46.649137,1
2024,4,11,Roubo de Veículo,Sacomã,-23.596768,-46.606193,2
2023,8,15,Roubo,Capão Redondo,-23.674369,-46.757754,2
2023,10,12,Lesão Corporal,Guaianazes,-23.561647,-46.392976,1
2023,2,3,Furto,Bela Vista,-23.540581,-46.646275,2
2024,3,15,Furto,Barra Funda,-23.523292,-46.666036,2
2024,3,14,Tráfico de Entorpecentes,Capão Redondo,-23.676644,-46.763779,1
2022,9,17,Furto,Sacomã,-23.591868,-46.589303,1
2024,9,20,Furto de Veículo,Vila Guilherme,-23.517321,-46.618647,1
2023,4,14,Furto,Santana,-23.490462,-46.616589,3
2022,10,22,Roubo,Ipiranga,-23.582861,-46.604813,2
2024,3,7,Furto de Veículo,Barra Funda,-23.511918,-46.667563,1
2022,9,18,Roubo,Pirituba,-23.476698,-46.737893,1
2024,5,6,Homicídio,Pirituba,-23.46378,-46.727007,1
2022,1,23,Tráfico de Entorpecentes,Casa Verde,-23.500743,-46.678309,1
2024,11,7,Lesão Corporal,Capão Redondo,-23.676029,-46.764349,1
2022,3,18,Roubo de Veículo,Brasilândia,-23.445429,-46.690649,1
2023,1,17,Roubo,Centro,-23.552174,-46.6398,1
2022,9,20,Furto,Campo Limpo,-23.631333,-46.769394,1
2024,10,15,Roubo,Casa Verde,-23.49508,-46.660212,1
2023,6,0,Roubo,Consolação,-23.565153,-46.651383,1
2023,12,23,Furto,Santana,-23.509671,-46.623558,2
2023,3,20,Roubo,Barra Funda,-23.519727,-46.684937,1
2023,2,22,Roubo,Sé,-23.557839,-46.610443,1
2022,9,14,Furto,Penha,-23.515593,-46.541525,1
2023,1,20,Furto,Brasilândia,-23.429261,-46.680644,1
2022,3,9,Furto,Santo Amaro,-23.664119,-46.709513,3
